Time,X,Y,Theta,Linear Velocity,Angular Velocity
3.532,-2.0000038147,-0.4999976754,0.000013444,6.32612966455781E-07,0.000007521
3.565999872,-2.0000038147,-0.4999976456,1.35635376607196E-05,6.32612909612362E-07,0.000007521
3.6,-2.0000038147,-0.4999976456,1.36866756802372E-05,6.32612909612362E-07,0.000007521
3.632999936,-2.0000038147,-0.4999976158,1.38061902545505E-05,6.32612909612362E-07,0.000007521
3.666000128,-2.0000038147,-0.499997586,1.3925706647856E-05,6.32612909612362E-07,0.000007521
3.7,-2.0000038147,-0.499997586,1.40488437578744E-05,6.32612852768943E-07,0.000007521
3.732999936,-2.0000038147,-0.4999975562,1.41683583321877E-05,6.32612852768943E-07,0.000007521
3.765999872,-2.0000038147,-0.4999975264,1.42878738160004E-05,6.32612852768943E-07,0.000007521
3.8,-2.0000038147,-0.4999975264,0.000014411,6.32612852768943E-07,0.000007521
3.832999936,-2.0000038147,-0.4999974966,1.45305264098249E-05,6.32612852768943E-07,0.000007521
3.866000128,-2.0000038147,-0.4999974966,0.00001465,6.32612852768943E-07,0.000007521
3.899000064,-2.0000038147,-0.4999974668,1.47731799131553E-05,6.32612795925525E-07,0.000007521
3.932999936,-2.0000038147,-0.499997437,1.48926944874687E-05,6.32612795925525E-07,0.000007521
3.965999872,-2.0000038147,-0.499997437,1.50122099712814E-05,6.32612795925525E-07,0.000007521
4,-2.0000038147,-0.4999974072,1.51353479907991E-05,6.32612795925525E-07,0.000007521
4.032999936,-2.0000038147,-0.4999973774,1.52548616556132E-05,6.32612795925525E-07,0.000007521
4.066000128,-2.0000038147,-0.4999973774,1.53743780489252E-05,6.32612739082106E-07,0.000007521
4.1,-2.0000038147,-0.4999973476,1.54975151589435E-05,6.32612739082106E-07,0.000007521
4.132999936,-2.0000038147,-0.4999973178,0.000015617,6.32612739082106E-07,0.000007521
4.165999872,-2.0000038147,-0.4999973178,1.57365461265689E-05,6.32612739082106E-07,0.000007521
4.200000256,-2.0000038147,-0.499997288,1.58596832365944E-05,6.32612739082106E-07,0.000007521
4.233000192,-2.0000038147,-0.4999972582,1.59792005394057E-05,6.32612739082106E-07,0.000007521
4.266000128,-2.0000038147,-0.4999972582,1.60987160232184E-05,6.32612739082106E-07,0.000007521
4.299000064,-2.0000038147,-0.4999972284,1.62218513142454E-05,6.32612682238687E-07,0.000007521
4.332999936,-2.0000038147,-0.4999971986,1.63413667980581E-05,6.32612682238687E-07,0.000007521
4.365999872,-2.0000038147,-0.4999971986,1.64608841008693E-05,6.32612682238687E-07,0.000007521
4.399999744,-2.0000038147,-0.4999971688,0.000016584,6.32612682238687E-07,0.000007521
4.435000064,-1.9998503923,-0.499997139,1.67316074808353E-05,0.0050052716,3.98146721636294E-06
4.466000128,-1.9995319843,-0.499997139,1.68903569453881E-05,0.0100052785,4.38183451478835E-06
4.5,-1.9991918802,-0.4999971092,0.000016996,0.0100051509,8.02564045443432E-06
4.532999936,-1.9988617897,-0.4999970794,1.71375624926478E-05,0.0100051565,0.000008271
4.565999872,-1.9985316992,-0.4999970496,1.7282065560193E-05,0.0100051565,8.2975138866459E-06
4.600000256,-1.9981915951,-0.4999970496,1.74314617339546E-05,0.0100051574,0.000008308
4.633000192,-1.9978613853,-0.4999970198,1.75767742558752E-05,0.0100051574,0.000008317
4.666000128,-1.9975312948,-0.49999699,1.77223796365699E-05,0.0100051574,8.32586283650016E-06
4.7,-1.9971911907,-0.4999969602,1.78727053186141E-05,0.0100051574,8.33505055197747E-06
4.732999936,-1.9968611002,-0.4999969304,1.8018909149847E-05,0.0100051584,0.000008344
4.765999872,-1.9965310097,-0.4999969304,1.8165405839854E-05,0.0100051584,8.35293667478254E-06
4.798999808,-1.9961909056,-0.4999969006,1.83166537541947E-05,0.0100051584,8.36217805044726E-06
4.833000192,-1.995860815,-0.4999968708,1.84637525327371E-05,0.0100051584,8.37116476759547E-06
4.866000128,-1.9955306053,-0.499996841,1.86111478080506E-05,0.0100051584,8.38016876514303E-06
4.9,-1.9951905012,-0.4999968112,1.87633215926769E-05,0.0100051593,8.38946380099515E-06
4.932999936,-1.9948604107,-0.4999968112,1.8911322594523E-05,0.0100051593,8.39850235934136E-06
4.963000064,-1.9945303202,-0.4999967813,1.90596219121476E-05,0.0100051593,8.40755910758162E-06
5.000000256,-1.9941902161,-0.4999967515,1.92127270240551E-05,0.0100051593,8.41690871311585E-06
5.033000192,-1.9938601255,-0.4999967217,1.93616338872022E-05,0.0100051602,0.000008426
5.066000128,-1.993530035,-0.4999966919,1.95108408851265E-05,0.0100051602,8.43511043058243E-06
5.1,-1.9931899309,-0.4999966621,1.9664882781311E-05,0.0100051602,8.44451460579876E-06
5.132999936,-1.9928597212,-0.4999966621,1.98147009627638E-05,0.0100051602,8.45365957502509E-06
5.163000064,-1.9925296307,-0.4999966323,1.99648229169731E-05,0.0100051612,8.46282273414545E-06
5.198999808,-1.9921895266,-0.4999966025,2.01198088734472E-05,0.0100051612,8.47228238853859E-06
5.233000192,-1.991859436,-0.4999965727,2.02705456491913E-05,0.0100051612,8.48148101795232E-06
5.266000128,-1.9915293455,-0.4999965429,2.04215861977009E-05,0.0100051612,8.49069874675479E-06
5.3,-1.9911892414,-0.4999965131,2.05775216714333E-05,0.0100051621,8.50021297083003E-06
5.332999936,-1.9908591509,-0.4999965131,2.07291824984643E-05,0.0100051621,8.50946616992587E-06
5.365999872,-1.9905289412,-0.4999964833,2.08811452792624E-05,0.0100051621,8.51873755891575E-06
5.400000256,-1.9901888371,-0.4999964535,0.000021038,0.0100051621,8.5283081716625E-06
