Time,LM_1_Range,LM_1_Bearing,LM_2_Range,LM_2_Bearing,LM_3_Range,LM_3_Bearing,LM_4_Range,LM_4_Bearing
16.532999936,3.1716089841,1.9624967391,1.2707585759,2.7617426802,1.5826078185,0.4324204937,3.1422067913,1.1241878399
16.566000384,2.7297956898,1.9334486976,1.8313558663,2.8646293706,1.8518941643,0.3432209024,nan,nan
16.600000256,3.2617336076,2.0349363622,1.5357514307,3.0312506219,1.6282346661,0.1861860466,3.274851771,1.0871340601
16.63299968,3.3998803354,1.9776229418,1.3915258045,2.692642001,1.7423803128,0.097415818,3.2782930659,1.1741060356
16.66499968,3.4885229563,2.1140883363,1.6461596197,2.9034563856,1.6561689514,0.3530331145,3.4321022413,0.9967097696
16.7,3.4236164939,1.9695398878,1.3486886304,2.7861685529,1.8280104387,0.3529078289,3.4949526116,1.1468582698
16.733000448,3.3183385053,2.2127720096,1.6351428607,2.8134112618,1.8850599144,0.2765486887,3.47412688,1.016955041
16.765999872,2.8151466862,1.9749869671,1.2943766646,2.8614723497,2.1036325782,0.1757926271,2.9507868416,0.9339191042
16.799999744,3.2495485459,2.2026785754,1.5442980996,2.9850768725,1.8567970964,0.4743531338,3.4218422836,1.2527580578
16.833000192,3.2089956721,1.9257600918,1.4876773833,2.8837985656,1.5059760955,0.28369145,3.2169543158,1.2320126372
16.865999616,nan,nan,1.3853075125,2.9239718496,1.9677693535,0.3911805818,3.3407208299,1.1387347656
16.899000064,3.3403378346,2.1391503581,1.6571000526,2.7401140149,1.514089747,0.2210297311,nan,nan
16.932999936,nan,nan,1.4826741075,2.7387786382,1.5823569301,0.2749445445,3.3928312697,1.120084544
16.96599936,nan,nan,1.6014246369,2.7579686492,1.1689528711,0.1439688187,3.3978872034,0.863838788
16.999000832,nan,nan,1.1501393757,2.7962923031,1.5844457988,0.2034619218,3.4904505056,1.2802385173
17.035000576,3.3069335199,2.1831647957,1.7639435132,2.7873740933,1.3911955826,0.3401996934,3.4890367632,1.071839645
17.065999104,3.3277935071,2.1127348173,1.2954175315,2.7183080657,1.7102667957,0.2582659154,3.1798943623,1.0830867437
17.10300032,3.3735889991,2.0871683303,1.3890725299,3.051405691,1.5392847969,0.3220148401,3.2975460485,1.156749405
17.132,3.3278209191,2.0218938318,1.8168081411,2.6445087525,1.5090283138,0.391914207,3.1509116115,1.0305498051
17.166000896,3.1989498174,2.0425595228,1.2329099994,2.8545520393,1.5091294291,0.2864257475,nan,nan
17.199999744,3.441455083,2.0101945657,0.8813720831,2.5898303465,1.3871633922,0.3717952585,nan,nan
17.232999168,3.4728779525,1.9551607251,1.4863317508,2.7415992513,1.7384378304,0.2192875257,nan,nan
17.26600064,3.4287734289,1.9433175476,1.8379529501,2.9215520911,1.3052595749,0.3925205048,3.264775524,1.2412995889
17.299999488,nan,nan,1.3335979134,2.9256706413,1.6271872655,0.381277194,3.407554035,1.1425129465
17.33300096,3.2462004857,2.0259160767,1.3235838565,2.6761960505,1.8099950564,0.3331948864,3.4211153573,1.089766425
17.366000384,3.4645553085,2.0870717636,1.9693285095,2.8204289945,1.4366478558,0.3423308448,3.4591494775,1.168042734
17.399999232,3.4729948584,2.0869358106,1.6778901909,2.728632507,1.4451431658,0.2672972326,3.0495446111,1.2732418048
17.433000704,3.359785462,1.9790355218,1.3802627793,2.8197533721,1.2517911819,0.440860673,3.0428539055,1.2827322519
17.466000128,3.4224871806,2.274245134,1.6654581609,3.0307206115,1.7827949665,0.4920624886,2.9665420259,1.2514568298
17.499998976,3.2147445256,2.1148456251,1.7504898092,2.9821613163,1.2846666127,0.5238333674,3.3880513218,1.3140967291
17.533000448,3.4630889918,2.1756303701,1.6052539052,2.8064714588,1.729511129,0.480033845,3.4542449543,1.2316565835
17.565999872,nan,nan,1.8942072691,2.9987207675,1.5981161963,0.424792885,3.2496557215,1.137214991
17.600000768,3.4106029813,2.0015146164,1.4456042043,2.8862262444,1.681855089,0.1691331165,3.1081056159,1.1685141963
17.633000192,3.4433878083,2.0109935918,1.3400439309,2.763996405,1.508319629,0.4998634443,3.3826753802,0.8320098302
17.665999616,nan,nan,1.7608015632,2.9377050567,1.479470544,0.4187624721,3.49824506,1.2353603802
17.700000512,nan,nan,1.697235344,2.841986112,1.6362255269,0.4210733762,3.3895991521,1.0914817711
17.732999936,nan,nan,1.8466165192,2.6129176839,1.079740726,0.2359186786,3.1575367674,1.0506018186
17.76599936,3.0224310751,2.0255276894,1.6573924581,2.6291180643,1.3715761337,0.3667065991,3.4832379895,1.4935610448
17.800000256,nan,nan,1.8183610505,2.8105474402,1.4399435361,0.2030412464,3.4468320225,1.090071991
17.83299968,nan,nan,1.7917695192,2.8593546248,1.3282917008,0.2656455382,3.4133631381,1.1500745498
17.865999104,nan,nan,1.8114098156,2.8458008872,1.2912540724,0.4743146623,3.2408819676,1.1393865981
17.9,nan,nan,1.8954449624,3.0396191438,1.3173565421,0.283241603,3.2398014084,0.9652577101
17.932999424,3.0715096495,2.1217823274,1.9817043868,2.7629142863,1.3486371338,0.316285668,3.3225825407,1.1932322611
17.966000896,nan,nan,1.1683186836,2.8826108086,1.2972079313,0.2538360733,3.3268802441,1.0516999786
17.999999744,3.4210131332,2.1223723288,1.3839279245,2.7933333975,1.1823148909,0.5353101238,3.2214104017,1.0457485235
18.032999168,3.181591975,2.0214467389,1.6548135771,2.8704422538,1.3347157463,0.1936696716,nan,nan
18.06600064,nan,nan,1.8070283581,2.676709736,1.4060450014,0.5454162847,3.0419202494,1.1249900361
18.099999488,3.3834908332,2.1145488088,1.5082996191,3.0185553834,1.5985647458,0.3664798426,3.4137219799,1.0994064334
18.13300096,3.3672371916,2.0931311651,1.7826456348,2.8487754929,1.2228397394,0.1519460174,3.1713144388,1.2433715898
18.166000384,3.4012311099,2.1080985822,1.5104350687,2.8124616841,1.3210093856,0.3448105387,nan,nan
18.199999232,nan,nan,1.7790976284,2.9717152388,1.3212755839,0.4282750411,3.2324524695,1.1802885454
18.233000704,3.4282431515,2.0004759522,1.8942145418,2.9400357461,1.3584935255,0.3604479485,3.0646327665,1.1144186951
18.266000128,nan,nan,1.7617938628,2.8308444899,1.4733328624,0.3455372967,2.5696606323,1.0578441633
18.300001024,3.4471515446,2.1132152359,1.837537476,2.8359665929,1.435565615,0.5308367536,3.3879064102,1.1534753197
18.333000448,3.4403748969,2.1373938343,2.0097700168,2.8738601173,1.5388940796,0.2980485093,3.4376325978,1.1723228397
18.365999872,3.4147841174,2.0178164084,1.6397623934,2.7507710365,1.067299586,0.3106479942,2.9203756091,1.1430797191
18.400000768,3.3339358299,1.9119305419,1.6336665058,2.5729240584,1.4870015274,0.4908223812,3.0584721245,1.1290340855
18.432000768,3.2431143109,2.143387347,1.9476387668,2.9998378638,1.2007283194,0.3031812956,2.9289031947,1.1438204019
18.465999616,3.1216729876,2.0933011585,1.8176677368,2.7488759215,1.087492413,0.3772242147,2.8694105997,1.1665989557
18.500000512,3.1805072865,2.2444409157,1.7385210074,2.8368497431,1.2533812419,0.5007886266,3.4578208456,1.1774982691
18.532999936,3.4817260411,2.1972434116,2.209828769,2.8824737868,1.227247572,0.4115192496,3.3640338999,1.1670644966
18.56599936,nan,nan,1.8116659433,2.9549639957,1.2277630578,0.3639859238,3.2976598012,1.0102179714
18.600000256,nan,nan,2.1413387468,2.7872212105,1.1931742504,0.5589670051,nan,nan
18.63299968,nan,nan,2.0116356165,2.7032401703,1.3513812221,0.4472321056,2.9379248865,1.1489805759
18.665999104,nan,nan,2.1584393358,2.709396083,1.0604200308,0.4116965196,3.2097515504,1.2769893023
18.7,nan,nan,2.0309082034,2.8530021486,1.1792670599,0.3889133855,3.2827156249,1.1578640873
18.732999424,nan,nan,1.6860186241,2.8705804073,0.830924818,0.3846435928,3.111031855,1.2442398046
18.766000896,3.2578275873,2.1366466466,1.827320789,2.8939792675,1.5445513793,0.3875240556,3.1365197368,1.2753394793
18.799999744,3.4535415413,2.0714690967,1.9434983191,2.7750503161,1.5189864261,0.2509713962,3.2275498634,1.3645713992
18.832999168,3.4280567408,2.2553587162,1.9453226847,2.8645928579,1.108570645,0.4274937732,3.2737365912,1.2231395135
18.86600064,nan,nan,1.822434107,2.8600285063,1.4041890665,0.3081774964,3.0782010954,1.3151638716
18.899999488,nan,nan,1.7067626373,2.9055785153,1.3787397605,0.4935996632,3.0816605532,1.1767407052
18.93300096,nan,nan,2.412905116,2.9660819047,1.0784303528,0.3281626084,2.9810409161,1.2276123368
18.966000384,nan,nan,1.9902813567,2.8436498794,1.0650249907,0.437011461,3.0222085701,1.068139171
18.999999232,nan,nan,2.1968617937,2.7593308933,1.2185186978,0.5097208581,3.3560293289,1.1984731437
19.033000704,nan,nan,1.9599214739,2.7229967122,1.396247089,0.3279396167,3.3415206133,1.116212655
19.066000128,nan,nan,1.8860616465,2.8013356856,0.9664521305,0.5346329199,3.0805705023,1.2754172113
19.099998976,nan,nan,2.255449657,2.8631337386,0.9986072633,0.4866764173,3.1234835516,1.1522967996
19.133000448,3.2805641434,2.1755474878,2.0735145607,2.9473852422,0.8740337479,0.6222321432,3.0460427521,1.1711910897
19.165999872,nan,nan,2.1979266073,3.1658017523,1.3326002509,0.3698412595,nan,nan
19.200000768,3.3861978591,2.2033507263,2.1256277781,2.8788769577,1.3500990354,0.6535330017,3.2203499601,1.255663223
19.233000192,nan,nan,1.9239979194,3.0506894441,1.4768784384,0.5359625048,2.8175671508,1.2473474758
19.265000192,nan,nan,2.2052359623,3.0269948171,1.135898959,0.2619681686,3.4425373423,1.1536120339
19.300000512,nan,nan,2.0884113562,3.1061446255,1.1698631068,0.6335491543,3.0781227121,1.2055232623
19.332999936,3.3506646123,2.1796618526,2.1458578132,2.9073427127,0.804039717,0.4601439282,2.9168636806,1.4114493275
19.36599936,3.4640936936,2.0386756075,2.1836139988,2.7793151336,1.3934471453,0.3594180526,3.2237998089,1.214644687
19.400000256,nan,nan,2.0816719595,2.9559904722,1.0712627033,0.5274334658,3.2323734374,1.2982328763
19.43299968,nan,nan,2.30752496,3.0315501246,1.0939285198,0.2353753667,2.9186852294,1.2140223015
19.465999104,nan,nan,2.1387365991,3.0006639887,0.6692706437,0.3672460474,3.1336250648,1.1265410569
19.5,3.3537461061,2.1317012684,2.0494993076,2.9048123621,1.0752835375,0.441809433,3.2692392754,1.3058174411
19.532999424,3.4976715561,2.0347229931,1.9693247123,2.7901941874,1.4851875482,0.6032981795,2.8501230834,1.3189401196
19.566000896,nan,nan,2.0467075344,2.9330396999,1.0129902067,0.6395635675,3.1362699465,1.078536016
19.599999744,nan,nan,2.3419565076,2.9298703738,1.0923054164,0.6481110422,3.2720441939,1.1433221293
19.63400064,nan,nan,2.0780643566,3.0317720528,0.7436789495,0.5069786549,3.2083667017,1.2052394581
19.66600064,nan,nan,2.0314556093,2.8403279034,1.1958062439,0.5393121587,3.2187017111,1.5276288819
19.699000064,nan,nan,2.123102568,2.8693703059,0.8200539387,0.3712932172,3.0611208729,1.2749557246
19.73300096,nan,nan,2.1934169978,2.9049395318,1.2367433049,0.4418046442,3.111191661,1.2354596415
19.766000384,nan,nan,2.2962935075,2.9526250968,0.9054285551,0.5615508992,3.0850079925,1.3295737068
19.799999232,nan,nan,2.0860895054,2.7333938524,1.0648029662,0.5521046691,3.1163035356,1.2031542356
19.831999232,3.4718724878,2.2284495171,2.1743121829,2.8912819906,1.1093347742,0.4230915895,3.3261936052,0.9795627129
19.866000128,nan,nan,2.1207668036,3.0209237472,0.7430943587,0.4743826508,nan,nan
19.900001024,nan,nan,2.4942038846,2.9190225226,1.1278337193,0.6240888638,3.0392578557,1.3391112359
19.933000448,nan,nan,2.3299634233,2.9877655267,1.198541374,0.6253609496,2.9369792504,1.2750867496
19.965000448,nan,nan,2.4052314689,2.9125326618,1.1200265521,0.4853598794,2.8878408193,1.357486011
20.000000768,nan,nan,2.1403911997,2.845460924,1.1023258163,0.5017616599,3.2928640047,1.2838095029
20.030999296,nan,nan,1.950768226,2.8897060789,0.6077211181,0.6533801865,2.8512828044,1.3697779857
20.065999616,3.4881531136,2.0272415158,2.3384787801,3.0950133647,1.23865308,0.4958753596,3.3057243188,1.2492383341
20.09899904,nan,nan,2.1559317931,3.02848869,0.8701256982,0.6587795545,3.0326458315,1.3062805644
20.132999936,nan,nan,2.071962325,3.0530361128,0.8399082999,0.5985661933,3.2858224703,1.3883017248
20.16599936,nan,nan,1.8936941517,2.9200311079,0.9287717625,0.7261074551,2.9495731473,1.3068731906
20.200000256,nan,nan,2.5024929521,2.9646452989,0.6603091165,0.5027009175,2.840310693,1.2245112132
20.23299968,nan,nan,2.1881067673,2.9170298422,0.4543499626,0.6251766531,2.6065195651,1.2371059336
20.26499968,nan,nan,2.4984186106,3.2023306828,1.0696411094,0.5146082621,3.1230278067,1.2539171324
20.3,3.4701328823,2.1394384228,2.1789748306,3.0364084523,0.6510928942,0.5822514283,3.4641612872,1.2681526484
20.332999424,nan,nan,2.5503911756,2.7946107192,0.5464037572,0.6747129633,3.1471426535,1.4934033929
20.366000896,nan,nan,2.0592427292,2.8973548521,0.6848465662,0.4680302249,3.0632552653,1.3894535775
20.399999744,3.4415047995,2.284654405,2.2268210675,2.7472390792,1.0520384974,0.9166893702,3.2294025662,1.6142672456
20.435000064,nan,nan,2.5935487334,2.8986817061,0.925954525,0.4989407651,2.9702861066,1.3910927682
20.46600064,nan,nan,2.4008699046,2.9337123089,1.0254274395,0.713724942,2.840179675,1.2666299302
20.499999488,nan,nan,2.317635349,2.9471763326,0.9969607229,0.5236232761,3.3448894193,1.3510175439
20.53300096,nan,nan,2.0644312094,2.9430923277,0.5426799259,0.6585212267,2.8507864888,1.2655931249
20.566000384,nan,nan,2.3006305297,2.9121715432,0.7742928817,0.6820794277,2.9985305286,1.2873688534
20.599999232,nan,nan,2.2274914687,2.8467834723,0.6701692993,0.7523671465,2.879513355,1.2795046661
20.633000704,nan,nan,2.1871040374,2.9520991247,0.7001247267,0.5432670525,2.8704729743,1.4121632551
20.666000128,nan,nan,1.9078130417,2.7368531557,0.6619804529,0.8211782082,3.1505757745,1.3198156879
20.699998976,nan,nan,2.1731466476,2.8207164221,0.913755581,0.6986794737,3.2357619958,1.4662370799
20.733000448,nan,nan,2.8666082746,3.0671427158,0.8170664029,0.6702705993,2.8139599467,1.2516073199
20.765999872,nan,nan,2.5609200728,3.0888691632,0.7920967328,0.5299291044,2.8501524455,1.4231523467
20.800000768,nan,nan,2.0275313857,2.9106891134,1.1908846811,0.7724032594,2.885164818,1.3421561843
20.833000192,nan,nan,2.4969175824,2.9770595617,0.5698342737,0.6475601035,nan,nan
20.865999616,nan,nan,2.3273576124,2.8301421797,1.0034689109,0.7658986993,3.3537365156,1.4051379066
20.900000512,nan,nan,2.4724800372,2.8430607738,0.587397645,0.6126632305,3.2138407207,1.4811191595
20.932999936,nan,nan,2.4254747757,2.9744664389,0.8434912035,0.6547031348,2.9417361102,1.2930599039
20.968000256,nan,nan,2.5752891754,2.9014177237,0.953193962,0.6651755317,nan,nan
21.000000256,nan,nan,2.3128705539,2.7340796833,1.0062751774,0.8025502264,2.9749389348,1.412150335
21.03299968,nan,nan,2.4199866175,2.8480820017,0.6735561701,0.9504468463,2.929491866,1.4998136808
21.07100032,nan,nan,2.7550084561,2.9851523528,0.8031528923,0.807051948,2.7594051686,1.4229310144
21.097999104,nan,nan,2.9813996462,2.8666315669,0.940316134,0.9471119237,3.0250234367,1.4133087051
21.132999424,nan,nan,2.6709990397,3.0118053563,0.6145842601,0.7065250623,3.4009966247,1.3614122572
21.166000896,nan,nan,2.6578860228,3.0303033355,0.5988122853,0.5965313052,2.7872091397,1.46584866
21.19900032,nan,nan,2.5936291641,2.816978706,0.6216679595,0.9046014583,2.9806033371,1.4649753173
21.231999744,nan,nan,3.1722651214,2.842881803,0.810867949,0.8530816575,3.3255928576,1.4686959662
21.26600064,nan,nan,2.7869424581,3.0424023681,0.8977812715,0.8448928978,3.0876230209,1.3979054566
21.299999488,nan,nan,2.6281556459,2.8734206076,0.3818930073,0.9116950175,3.1404480654,1.3031440458
21.33300096,nan,nan,2.8331960648,3.051986636,0.5792098082,0.8870086258,2.9668535523,1.5082825572
21.366000384,nan,nan,2.4247359575,2.9263125148,0.591405133,0.8185836835,nan,nan
21.399999232,nan,nan,2.9877468995,2.8755366954,0.2321109516,0.8599147624,3.092291891,1.4630184421
21.433000704,nan,nan,2.5873955519,2.8837221091,0.6472347083,0.8467019954,3.1613927909,1.2639011838
21.466000128,nan,nan,2.7237224218,2.9192718483,0.403169928,0.720207823,3.0738103915,1.2184992294
21.500001024,nan,nan,2.6879302743,3.1444893349,0.3523142944,0.9690037274,3.0879242399,1.3760540788
21.533000448,nan,nan,2.5689784794,2.9689111928,0.5753414029,0.8946672213,3.206884776,1.3267763795
21.565999872,nan,nan,2.6230080315,3.0402343663,0.588240583,0.8820890032,3.2332239908,1.3000177832
21.600000768,nan,nan,2.5071546618,2.9396761981,0.6975219298,0.9657228143,2.8589992725,1.3434462609
21.633000192,nan,nan,2.8103599808,2.9109751305,0.6446680197,0.8093580281,3.327029686,1.2920281621
21.665999616,nan,nan,2.4197619568,2.9862603243,0.8714838209,0.8748908,3.0303767321,1.4443893112
21.700000512,nan,nan,2.5421846161,2.9649926846,0.7250032943,0.9419656246,3.1450086895,1.4217198753
21.732000512,nan,nan,2.7282157227,2.8472014632,0.4354608284,0.8486261961,2.5805679869,1.3179671139
21.76599936,nan,nan,2.8865140008,2.8272203785,0.4298799345,0.8236354401,3.2137377222,1.480857603
21.800000256,nan,nan,2.6085165334,2.9258801322,0.9684201877,0.8248854881,3.0347393486,1.3836960983
21.83299968,nan,nan,2.5364083397,2.6621804349,0.5605342949,1.0555839591,2.8156159913,1.3077279438
21.865999104,nan,nan,2.7051751653,3.0169898437,0.9243784232,1.0558209827,3.1181292765,1.5109621831
21.9,nan,nan,2.5024015935,2.9755279957,0.3912317463,0.9316691075,3.139471127,1.2708363701
21.932999424,nan,nan,2.8484859155,2.8918395005,0.6648869255,0.9369503875,2.795898076,1.5011811415
21.966000896,nan,nan,2.7370524027,2.9753256012,0.875545645,0.7277953303,3.1875424019,1.2500270759
21.999999744,nan,nan,2.9127792519,2.8174612951,0.5025169476,1.0196195871,2.967676454,1.2658402127
22.031999744,nan,nan,2.6342769356,2.8794957975,0.3351916602,1.0380624817,2.9681823103,1.2956480169
22.06600064,nan,nan,2.230166701,2.931221165,0.8190008226,1.0557313444,3.0495396753,1.2436681557
22.102000384,nan,nan,2.6365956575,2.8470340943,0.7960518267,0.7900333451,3.2157978661,1.2421061694
22.131999488,nan,nan,2.6872695118,2.8626165052,0.3816107522,1.1234309144,2.880830838,1.2683674696
22.166000384,nan,nan,2.811137986,2.7618257585,0.784311126,0.96542614,2.8841854619,1.447583391
22.199999232,nan,nan,2.4297260903,2.9883722267,0.5699153967,1.0395930239,3.0017399299,1.3654954211
22.233000704,nan,nan,3.0323053968,2.8373990062,0.5819639963,1.0022237058,2.7983403535,1.312364756
22.266000128,nan,nan,2.8784022593,2.8260636681,0.5979931456,0.947609581,2.807736999,1.3677901471
22.299998976,nan,nan,2.6174708455,2.8955340502,0.7087361703,1.1555838186,3.1369808657,1.3460894396
22.333000448,nan,nan,2.8180825157,2.8416123229,0.4111482913,0.9498727653,2.8606628492,1.201780152
22.365999872,nan,nan,2.9396367977,2.8490288957,0.7563793184,0.8035084188,3.0481104946,1.3757874932
