Time,Range,Bearing,Range,Bearing,Range,Bearing,Range,Bearing
35.399998208,4.377231029,-5.4819134206,3.3818915786,-3.8756402322,2.3839730213,-2.6757856164,3.3513413228,-0.044840555
35.43299968,4.0059884241,-5.4462092679,3.4664898807,-3.9299706038,2.1306279274,-2.7049979204,3.2056907792,-0.1060291762
35.466001152,3.9606526301,-5.6462019729,3.387731685,-4.0821608038,2.6228418536,-2.5461811477,3.5058055411,-0.0053589686
35.499997952,4.135858493,-5.3366890078,3.459620726,-4.1997264124,1.7968476338,-2.4788471084,3.3821993185,0.0093101498
35.533998848,nan,nan,3.3273472924,-3.9203030272,1.9383470908,-2.7248831104,3.2419693251,0.0377513514
35.566000896,4.1795360182,-5.5312733516,3.4429043365,-4.0346433853,2.08943267,-2.687755332,3.2281427832,-0.0816024136
35.600001792,nan,nan,3.0333757392,-4.099351077,1.4423279065,-2.6860610893,3.2953738224,0.0729458431
35.632999168,4.3557935079,-5.4782097618,3.5656969301,-4.1781291938,2.1279924843,-2.6872130467,2.7412495754,-0.1239516939
35.66600064,4.3273267745,-5.424650224,3.2036391338,-3.8597420719,2.1338360267,-2.4508838585,3.3778002404,-0.1226575035
35.698998016,4.2783535522,-5.4768467122,3.3104059013,-4.0334537638,2.2332134505,-2.4367113288,3.1726886098,-0.2243551538
35.732998912,4.2288548752,-5.2662151577,2.6361840337,-4.0477058007,1.256125119,-2.5683222133,2.8076742844,-0.064658953
35.766000384,4.2311292844,-5.3691761013,3.2567241011,-3.9582827847,2.0755315229,-2.6443978396,3.1526915764,-0.21244944
35.80000128,nan,nan,3.3528367982,-3.9072674909,2.6439812926,-2.7841925768,3.3111078689,-0.0829533102
35.831999232,3.6610708332,-5.2587321589,3.6062519407,-3.8169125932,1.9229537508,-2.7077769511,3.2265677482,-0.0039110744
35.866000128,nan,nan,3.0816089094,-3.8806191851,1.9043780457,-2.5792109408,2.892254277,-0.2215872465
35.900001024,3.3987536423,-5.4363057145,2.8380140485,-4.0742223866,1.8785060972,-2.5838498211,2.7677066717,0.0058788665
35.9329984,3.7930235524,-5.4277522108,3.5438449764,-4.0294376802,1.8109886775,-2.6257011964,3.3682768556,0.013451357
35.965999872,nan,nan,3.5422653002,-3.8261318259,1.7800861326,-2.780959742,3.2107109109,0.0045182487
36.000000768,3.8976161652,-5.4820067469,4.0869830999,-3.8450996736,1.9048502767,-2.6608907282,3.0616766234,0.0139544739
36.03199872,4.3434903159,-5.3021763119,3.1985678662,-3.9275808206,2.5415345625,-2.7490204464,3.0386705691,-0.0783140583
36.065999616,4.2154282713,-5.4159370423,2.9985033182,-3.9294801981,2.2908888389,-2.7028844401,3.1132511478,-0.1603287817
36.100000512,4.2156448282,-5.5087239275,3.2984028423,-4.0201266917,2.1566917826,-2.5582399898,2.6505130497,-0.2302076335
36.133001984,3.5237872126,-5.5472988468,3.8503041938,-3.888378931,1.8737091907,-2.6054334502,2.8879373544,-0.2127874762
36.16599936,3.7122924529,-5.5626302913,3.5273760157,-3.9174673186,2.5843240052,-2.5881084504,3.4018649306,-0.2749821333
36.201999104,4.3523722539,-5.4463895444,3.5968125263,-3.823314043,2.2396567737,-2.6987339913,2.9333926767,-0.2257372573
36.233001728,4.0078004746,-5.3875142191,3.9157902755,-3.9726004035,2.3979776719,-2.6659133065,3.3577637885,-0.2926547191
36.267997952,3.9201190786,-5.3186630925,3.6565473042,-3.9302933576,2.3292282061,-2.7519520209,3.2661310138,-0.2045070564
36.298001152,nan,nan,4.2031481581,-3.8010822445,2.0603800641,-2.662068995,3.0742634624,0.0046523406
36.332002048,4.0372913197,-5.3231354743,3.3536109368,-4.068014856,2.2605112714,-2.6307248833,3.4212606375,-0.2595800819
36.365998848,4.1441081086,-5.1721977174,3.399094991,-3.7969168952,1.6535026505,-2.6979433586,3.2442312594,-0.1347040259
36.399999744,3.5760032124,-5.3288732186,2.9440683772,-3.8536761427,3.1184136343,-2.7160621566,3.140776955,-0.0248030471
36.433001216,3.6446672572,-5.582206876,3.0789655161,-3.8420733126,2.2944002109,-2.869764277,3.39900144,-0.2202244071
36.465998592,4.3221188797,-5.3718507058,4.1264736625,-3.920118439,2.2438129444,-2.7258391368,3.3805426299,-0.1569358471
36.499000064,4.2868709914,-5.5748595523,3.7757417937,-3.7173497023,2.0203971969,-2.5754644701,3.3540085625,0.0411574085
36.53300096,3.7031599319,-5.485094965,3.4452693644,-3.965484722,2.0754918336,-2.6770734889,2.6840619692,-0.0194469839
36.565998336,4.0391708437,-5.4739843487,3.0359015395,-4.0845979447,2.6202457126,-2.6386261016,2.7415788765,0.063315948
36.599999232,3.8833983467,-5.3988477973,3.4662059372,-4.0016479632,1.786319453,-2.5791141418,2.8202698029,-0.1290287628
36.633000704,4.0275166367,-5.3535797829,3.1671942176,-4.0808205052,1.9509265898,-2.8627611043,2.8777888423,-0.0468931124
36.66599808,3.9936706082,-5.26771012,3.4236443459,-4.0036176267,1.8702994114,-2.7665273485,2.5086181551,0.0311395032
36.699998976,3.7288123435,-5.4801471896,3.1686280102,-3.8522996103,1.6542630072,-2.8778682335,3.0974360046,-0.2602465644
36.733000448,3.9095622536,-5.4765201581,3.5849685159,-3.8043348714,1.8704087705,-2.7849297281,3.0683518021,-0.1165490095
36.76600192,4.1309407136,-5.4785124528,4.153827918,-4.1576048329,2.7554989287,-2.8020070073,2.7861573994,-0.3524153248
36.79999872,3.9788024803,-5.5613085202,3.9779684654,-4.1518787494,1.9052777715,-2.5929576605,3.2062732268,-0.1195593053
36.833000192,4.1139883201,-5.3366174285,3.3005573556,-4.0675045357,2.5704970911,-2.686122982,2.6222365089,-0.1670164607
36.862999296,3.6576334954,-5.443490178,3.6019038783,-3.8178812283,2.3819100522,-2.8715525008,2.5779063698,-0.3318540015
36.899998464,3.6440343699,-5.3312865959,3.3041685983,-4.018184012,2.1205019663,-2.7282494195,3.1543294968,-0.0957613428
36.932999936,4.1380452546,-5.3033990149,3.3636764173,-3.8659033529,2.0958230945,-2.8431461111,3.310261898,-0.2079243664
36.966001408,3.8888353269,-5.4983818982,3.5361503545,-3.8305637467,1.802419964,-2.7831599267,2.1611060151,-0.2371902455
36.999998208,3.9926497449,-5.5294548485,3.4393686228,-4.0326032757,2.4727346833,-2.6578152709,3.2369140938,-0.1566292979
37.03299968,3.6526804895,-5.4792392093,3.1384399487,-3.7705923976,2.3886223095,-2.7082152033,2.4864646895,-0.0868973044
37.065001728,3.8802242692,-5.2793561323,3.7393226333,-3.9105062927,2.1514859925,-2.7858622765,2.9496222227,-0.139469334
37.100002048,3.770416919,-5.3820017001,3.5236159158,-4.0070108294,2.3386866024,-2.7544767247,3.1775490759,-0.1391861807
37.132999424,4.36952506,-5.2992863721,3.2512245831,-3.9004194966,2.4976108153,-2.7407236708,3.0575279691,-0.2817525976
37.166000896,3.9892959004,-5.5835100881,3.3125763918,-3.979267718,2.4329486244,-2.7322637048,3.0832126501,-0.1963452297
37.200001792,nan,nan,2.9943095993,-3.9265231683,2.6253851262,-2.7317348474,3.1717817863,-0.0475057857
37.232999168,4.2185348256,-5.3788021693,3.9053338664,-3.8745263099,2.8631682977,-2.7388956432,3.3349964254,-0.0133274696
37.26600064,4.0804478608,-5.4986156997,3.9050916936,-4.1596443537,2.2348807273,-2.7605825495,2.4673406557,0.1121529256
37.300001536,3.8839813842,-5.4888686023,3.4663941091,-4.1329928375,2.0888606011,-2.8387685341,2.9207198237,-0.1968425843
37.332998912,4.0764886743,-5.5342669626,3.9594405613,-3.909418429,2.2873433541,-2.8645558855,2.7189099302,-0.0927336014
37.366000384,3.5459018828,-5.2735135727,3.3566115821,-3.8044634883,2.2106465099,-2.792456471,2.5333748868,-0.2379601504
37.399001856,3.7694580796,-5.3261156322,3.8468736094,-3.9865834906,2.7827663626,-2.9576535746,2.7288646973,-0.2226635829
37.432998656,3.8620047372,-5.4942926087,3.550928277,-4.0177753547,2.5237177532,-2.7523310903,2.988407148,-0.263482459
37.465000704,3.6279655623,-5.4829500106,3.8967626998,-4.116861065,2.0012739505,-2.8245364409,2.8138579126,-0.2426338371
37.500001024,4.0665728805,-5.4606009513,4.019913436,-3.9074791719,2.5479891944,-2.8568546644,2.8964666316,-0.1070876599
37.5329984,3.9101234785,-5.3528657856,3.6407095368,-3.837097517,2.8450388818,-2.6725742769,3.1497942025,-0.048879878
37.566999296,3.7062676198,-5.2991220357,4.0980775916,-3.9236648103,2.8477550821,-2.8257804141,2.3110805832,-0.1263042455
37.600000768,4.160178583,-5.2023615645,3.9721972025,-3.7964110278,2.5913478158,-2.6940060989,2.8150262715,-0.315521804
37.632998144,3.8639263267,-5.3147906573,3.4591324246,-4.0664440607,2.2280252605,-2.9720531673,2.8754559989,-0.2193818259
37.66200192,4.1541051764,-5.4836486987,3.9900076816,-3.9916084144,2.5205267054,-2.8997217491,2.56390205,-0.1319586341
37.700000512,3.8744345675,-5.6125141731,4.3770682788,-3.8913688063,2.059773307,-2.781139737,2.8830089038,-0.2044573495
37.731998464,3.3938548695,-5.6599319684,3.5699686899,-4.0297392312,2.7623078363,-2.8140326106,2.3418751517,-0.154313159
37.76599936,3.7992904265,-5.3658902002,3.3867583931,-3.8935526979,2.9079986251,-2.8530869114,2.6316572412,-0.2228676369
37.800000256,3.7977475533,-5.4684799122,3.9195894244,-4.0953321729,1.9787146759,-2.6551713417,2.7180016165,-0.1433521168
37.833001728,3.9944977954,-5.3988588806,3.7507598517,-4.0217651194,2.5227200929,-2.858153168,2.4685056823,-0.1438013378
37.865999104,3.6874950298,-5.2710662898,3.541163947,-4.1126198914,2.5981892676,-2.5283015085,2.7445809317,-0.1035618311
37.9,3.8594870804,-5.3160993876,4.3515407893,-3.9862041817,2.018616652,-2.7535654711,2.3842843267,-0.310151334
37.933001472,4.2314504794,-5.5320498892,3.331991364,-3.8834660212,2.5239551008,-2.8696437566,2.641128767,-0.2730028634
37.965998848,3.9788920646,-5.566399309,3.8435256954,-3.9690128371,2.5469569726,-2.847864213,2.8443765803,-0.1496332942
37.999999744,3.6800841741,-5.3031622759,3.6110487301,-4.149096156,2.4625452621,-2.757183482,2.3515552391,-0.215500584
38.033001216,4.0120088054,-5.2968409042,3.4569090045,-3.9080660458,2.0271210501,-2.7916792041,1.9077513667,-0.2997927481
38.065998592,3.5828782997,-5.3455931495,4.0228127282,-3.9471913674,3.2303512203,-2.8048567592,2.0106176895,-0.1715706519
38.099999488,3.8030330646,-5.2718458811,4.0409457166,-3.9450586284,2.2298724629,-2.7511514701,2.2488205111,-0.2080574731
38.13300096,3.773704848,-5.4789478861,4.2721169455,-3.9081882509,2.7207050134,-2.9271834791,2.6735812782,-0.2376467904
38.165998336,3.8272364984,-5.3768030006,2.9887155302,-3.9330137597,2.533097367,-2.752768757,2.7410046001,-0.1459466927
38.200998656,3.2093410325,-5.3916587983,3.6975190895,-4.0567305051,2.5222540952,-2.7831298133,2.6413272128,-0.2472704558
38.233000704,3.6195667271,-5.3655534939,3.7715092853,-3.9259790259,2.5947131802,-2.9187680378,2.4150753399,-0.2587395331
38.26599808,3.8406875066,-5.5115181125,4.1111818678,-3.9668871818,3.361541546,-2.8627398358,2.2858452517,-0.3346459832
38.299998976,3.6733054135,-5.2609015641,3.8204636296,-3.9951021054,2.5435794847,-2.8378074093,2.5545645757,-0.2514138344
38.333999872,3.7861404668,-5.4686400094,3.7879730441,-3.991980739,2.6870860883,-2.8868682682,2.4475520961,-0.3541125923
38.367001344,3.7398906081,-5.4579391911,3.7775099946,-3.9526106771,2.2147028999,-2.9306116856,1.9916145441,-0.2762245223
38.39999872,4.0767264448,-5.488063946,4.1149604376,-3.9903790708,2.6036659489,-2.6616937552,2.2455654168,-0.2929235211
38.432000768,3.7791644641,-5.4046121864,3.7388179064,-3.9555593847,2.890003961,-2.7901412838,2.7353519031,-0.229099178
38.466001664,4.0618097735,-5.410574524,3.7591509444,-3.9200205564,2.8297476402,-2.768307279,2.4495432088,-0.1294466046
38.499998464,3.5686982521,-5.3475579849,4.0972820298,-4.0254847184,2.8911150818,-2.9604384858,1.954745723,-0.3600015136
38.532999936,3.826309237,-5.446620733,3.6830164064,-3.763253846,2.3077350683,-3.0146106507,2.3792012065,-0.3405825545
38.566001408,3.8464831484,-5.2977366411,4.2423968959,-3.8609128273,2.8639098013,-2.9229885935,3.1067364014,-0.2847164477
38.599998208,3.8107735529,-5.5332034493,4.173606608,-3.8774203975,3.1359204854,-2.9030289938,2.1411494928,-0.2805872744
38.632000256,3.4698110643,-5.426362649,3.9498430732,-3.912509139,2.5508099061,-2.8723920553,2.4534105353,-0.2927975514
38.667000576,3.8544433273,-5.5119292394,4.0905927755,-3.795888254,2.6715686046,-2.9004360752,2.3158954899,-0.2882111378
38.699997952,3.2209430456,-5.3633006677,3.3816123608,-3.9004330727,2.5939919884,-2.7096033472,2.8833311128,-0.2926503769
38.732999424,3.4235829616,-5.3526107904,3.7595940182,-3.9452575428,3.0777771416,-2.8106980389,2.3122561567,-0.1477339756
38.766000896,3.3612008185,-5.331305622,3.7858840281,-3.8416590176,3.028049659,-2.6396679816,2.3242632275,-0.2825257976
38.800001792,4.0878079913,-5.3585577527,3.7107383229,-3.8346046578,2.5085390399,-2.8889488266,1.9695843797,-0.2571921568
38.833998592,3.5291157642,-5.2312586498,4.2248074226,-3.9307631921,2.8453562971,-2.9601641413,2.5611600357,-0.1481963494
38.86600064,3.6035055327,-5.16168118,4.0187643889,-3.8616445581,2.9337842087,-2.8128992308,2.2863853055,-0.3275829259
38.900001536,3.7945704342,-5.2401681862,3.5905445832,-3.9085034555,2.7885592038,-2.7175180479,2.1524056275,-0.3251384955
38.932998912,3.4539873562,-5.3395483782,3.8632689068,-4.0299829656,3.3199172753,-2.8386754565,2.4622125381,-0.2180327095
38.966000384,3.2496260478,-5.1656914387,3.9886160908,-4.1247037077,2.6926664481,-2.9744689172,2.5778960635,-0.2997075295
39.00000128,3.429645948,-5.3445312636,3.5002877039,-3.8099824315,2.92918494,-2.724054708,3.0027097154,-0.262201263
39.032998656,3.6780031152,-5.3729943881,4.1777811663,-3.9821791746,2.6657035455,-2.9594966281,2.1286090506,-0.1675221267
39.066000128,3.9462320626,-5.149280219,4.0770565283,-4.0141695932,2.6927910847,-2.957524759,2.1143947365,-0.3494051413
39.100001024,3.7524365019,-5.3894720664,3.8110303855,-3.9628749825,2.5248699598,-2.9059936416,2.1163758284,-0.2807679375
39.1329984,4.1906809086,-5.282467311,4.0198412761,-3.8595574892,3.1740464432,-2.8584148909,2.3398987352,-0.2253470316
39.165999872,3.8301035359,-5.2564374294,3.4087409106,-3.9010750896,3.1661205545,-2.9774257076,2.1941908041,-0.3432386122
39.200000768,3.7983718688,-5.5035969619,4.1220483065,-3.9164309805,3.1219156406,-2.721824556,3.0181932951,-0.3207457894
39.232998144,3.8049545262,-5.4140996655,4.0306556914,-3.8246191468,2.8913830814,-2.9339790461,2.1340457618,-0.3433828994
39.265999616,3.5842140989,-5.3396046331,3.3934060399,-3.9162214781,3.2578880322,-3.0204440904,2.9281721455,-0.368766142
39.300000512,3.6819582822,-5.223677583,4.209011273,-4.0741677641,3.2043629821,-2.9358541212,2.7862312857,-0.2843062409
39.331998464,3.7590958033,-5.298337711,3.9650763251,-4.0160425477,2.6823383924,-2.9306053391,2.6302451312,-0.3359729744
39.36599936,3.8269801283,-5.4123229795,4.0411263419,-3.9672632989,3.0671289928,-2.8263105836,2.3807608431,-0.3044930487
39.399000832,3.7837950332,-5.3036605977,4.2514372706,-3.8241129667,2.6458505198,-2.9334214341,2.1923636616,-0.3148870405
39.433001728,3.4625592633,-5.4882067507,3.6282208861,-3.6883472796,2.7921407235,-2.8860434919,2.1458001204,-0.1965351147
39.465999104,3.3396616279,-5.2158493839,4.1088410807,-3.8394476447,2.6150383295,-2.7087089118,2.4786843447,-0.3464444493
39.5,3.9350928191,-5.3492460951,4.2915749197,-3.8109308501,2.9885342131,-2.8826948807,2.3149210262,-0.2700557502
39.533001472,4.2403802505,-5.3296806957,3.8789370541,-3.9030814194,3.1636140911,-2.9430210194,2.2711680569,-0.1488017184
39.564999424,3.4393192848,-5.2653555802,3.9268869726,-3.9872422513,2.9493157149,-2.9795868545,1.961099182,-0.2564146437
39.600999168,2.8481986007,-5.3938647211,3.9342724141,-3.838777146,2.8658703212,-2.9532325986,2.3583874838,-0.2107380464
39.633001216,3.7377709402,-5.439046927,3.8168978474,-3.7364394526,2.9253686245,-2.9725332338,1.8983892312,-0.4307495361
39.665998592,3.3077101792,-5.2754482201,4.0552732541,-3.8047528762,2.9588825217,-2.8646075706,1.8170586603,-0.4467400619
39.699999488,3.0628045563,-5.2713061445,3.7987180696,-3.8067052561,3.2650308937,-2.8898955335,2.3494664563,-0.1489172506
39.73300096,3.7666248447,-5.5074656928,3.5588887987,-3.9295898768,3.0161488309,-2.6285577616,2.2677847565,-0.3221978386
39.765998336,3.4592997744,-5.3777287902,4.0393492573,-3.8774061098,2.9411947448,-2.8089880543,2.7210482607,-0.0925768777
39.798999808,3.4987371903,-5.3031186765,3.6100839443,-3.8464818565,3.0449908947,-3.1373442506,2.1820435422,-0.2015610883
39.833000704,3.7668240414,-5.3853563274,4.4618413846,-4.0066439427,2.8127801635,-2.9423486873,1.9226080616,-0.2812753016
39.86599808,3.9071878216,-5.3445850751,3.9853606855,-3.7602489309,3.438712211,-2.7939513841,2.250067654,-0.2004727724
39.899998976,3.0799358921,-5.213519403,4.4412555151,-3.9867234848,3.0845355404,-2.7071066413,2.0728697571,-0.2279793228
39.933000448,3.1216787658,-5.2367369965,4.251377201,-4.0453918081,3.1836101729,-2.9405208631,2.7646056106,-0.5702761736
39.96600192,3.3983180064,-5.5474048515,nan,nan,2.9799080219,-2.7945057364,2.1187081493,-0.3000917407
39.99999872,3.1764034016,-5.2322472011,4.1133468363,-4.0064087068,2.8223948631,-2.8872140942,1.8636307391,-0.3560426019
40.033000192,3.5452851473,-5.1281695772,nan,nan,3.1135516785,-2.9245932203,2.4554524135,-0.4135026869
40.064998144,3.8362235245,-5.4014972158,4.3332886673,-3.7697832924,3.1724792407,-2.982910305,2.2298798257,-0.2896315392
40.099998464,3.629658228,-5.2828700013,4.463545073,-3.8941686562,2.6893262619,-2.841836019,2.359808483,-0.3249667674
40.132999936,3.2755060355,-5.2333458686,4.2481136934,-3.9108748765,3.0028942206,-2.8144935557,1.642448063,-0.3505071373
40.165001984,3.2678944528,-5.2894149524,3.6414681484,-3.8103157978,3.2568465796,-2.7613639372,2.2029265078,-0.2740420509
40.199998208,3.5633252517,-5.4569608734,4.1416654231,-3.8428860963,3.4392517677,-3.1040100652,1.4784756213,-0.3806664921
40.23299968,3.266003104,-5.2001781663,4.3087632644,-3.9945242273,3.0907774402,-2.9366192349,2.1673465947,-0.2689605455
40.266001152,3.3320554877,-5.2898041419,3.7342845727,-3.82614654,3.34256057,-2.8370096702,1.8692093625,-0.0843781854
40.300002048,3.3445388365,-5.3606398951,3.9427684525,-3.8085353393,2.7105844371,-2.869277161,1.8262586012,-0.2052361097
40.332999424,3.3113929359,-5.2755752823,4.343058421,-4.0610882697,2.7888699597,-2.6643354937,2.3329339664,-0.3645551038
40.366000896,3.3330277675,-5.4586900852,4.077590036,-3.8800481013,3.1352687727,-2.8285697044,2.0066985653,-0.3996161887
40.400001792,3.4578224822,-5.3169812376,4.4224424346,-3.9454133496,3.4713525516,-2.9320180862,2.4096823123,-0.1388430564
40.432999168,3.1207181375,-5.1671762952,4.1327957298,-3.7672269852,3.7013526012,-2.8978379639,2.1252677134,-0.3024647577
40.46600064,4.0127212996,-5.3052345491,4.0870476627,-3.8406264996,3.1437997965,-2.9169495997,2.2132781578,-0.351342056
40.500001536,3.9013540266,-5.126329138,4.1938047958,-4.0324274344,3.2049689373,-3.0110740506,2.0823547991,-0.4407951852
40.532998912,3.1149760348,-5.2621122538,4.2805921904,-3.861812754,3.7774953991,-2.9874020573,1.9802984265,-0.2819555917
40.566000384,2.8535245868,-5.3705443943,nan,nan,3.5658507839,-2.681194535,2.5691962344,-0.2238210142
40.60000128,3.1224558312,-5.4135114375,nan,nan,3.1226960027,-2.8643433346,2.0604726666,-0.2325586685
40.632998656,2.7367677323,-5.3802069671,nan,nan,3.1793414697,-2.8669709239,2.1002814771,-0.2261807736
40.666000128,3.7699996793,-5.4951457864,4.1183423844,-3.7236777918,2.9312737437,-2.7884054884,1.9573441681,-0.2212369863
40.700001024,3.734978129,-5.3977274323,nan,nan,3.8398611045,-3.0054218729,1.8716435104,-0.4404663423
40.7329984,2.9466054554,-5.3410372652,4.1749779521,-3.7288439816,3.6283905114,-2.9603459391,2.0085108459,-0.3709367244
40.765999872,2.9708907485,-5.134661114,3.9866352932,-3.8189285824,3.2389902403,-2.8659874376,1.4569977375,-0.1829190076
40.800000768,3.6017620177,-5.2247191991,4.3791990087,-3.9791140539,3.08116189,-2.7654398985,1.9150288356,-0.3085025437
40.832998144,3.4823086124,-5.1406079154,nan,nan,2.8789447443,-2.7565305562,2.0999284212,-0.4193358765
40.865999616,3.170485369,-5.1883932959,3.9194313435,-3.885638586,3.1205089771,-2.9325529704,1.9441875068,-0.2795216774
40.900000512,3.3651859714,-5.1477381586,4.2723605424,-3.7468976361,3.4005843559,-2.7880247716,1.7547591281,-0.2671301539
40.933001984,2.5674833892,-5.2313772185,3.725802535,-3.8829726231,3.2680256308,-2.7977636863,1.999935855,-0.2951174435
40.96599936,3.1064110709,-5.1137212504,4.2661717123,-3.9603272618,3.4406647053,-2.8980952604,1.5702195944,-0.1941809199
41.000000256,3.6583387676,-5.3011811866,nan,nan,3.6011867038,-2.79703285,1.9034137231,-0.2533106662
41.033001728,3.2110554906,-5.2676214611,4.0974810666,-3.7803642738,3.5103250686,-2.658355262,1.9238580715,-0.1494399356
41.065999104,3.2221613249,-5.2111332494,4.0246602156,-3.7651359719,3.5364668985,-2.9812308924,1.4319811318,-0.2646467686
41.1,3.3490164604,-5.2216693032,3.5954347826,-3.6274568539,3.2302500898,-2.9936030718,2.1068396412,-0.4288931729
41.133001472,3.5614459702,-5.24417712,4.2306076782,-3.8087009303,3.9170030819,-3.0189378767,2.4102568619,-0.5015099485
41.165998848,3.3763925393,-5.2952580041,nan,nan,3.7495655568,-2.9924325222,1.6422559498,-0.3195070097
41.199999744,3.9562337654,-5.2912853589,3.8082822452,-3.7860393666,4.0145503678,-2.937828373,2.1842569542,-0.3055660526
41.233001216,3.5852447844,-5.087169265,nan,nan,3.2909868903,-2.8525042578,2.236937923,-0.4948684426
41.265998592,3.7431754445,-5.3780364092,nan,nan,2.9132228644,-3.1618025889,1.4427207137,-0.4889164107
41.299999488,3.4009279569,-5.3266513413,4.2591205842,-3.8559004124,3.4029699659,-2.9751433617,2.3789967525,-0.32178057
41.33300096,4.061315356,-5.1350821472,4.1675265603,-4.125644653,3.5702763443,-3.058237973,1.9890535639,-0.3928251544
41.365998336,3.1636469278,-5.3211625432,4.1526983691,-3.6731558518,3.5698632687,-3.1106807173,1.2312000906,-0.4256540815
41.399999232,4.1561580373,-5.2263543467,4.3440911049,-3.8548345874,3.5502186536,-2.937316525,2.2179187564,-0.3873798955
41.433000704,3.5927886034,-5.4233224315,nan,nan,3.5811558244,-2.8556786088,1.3479765233,-0.4547125046
41.46599808,3.2127465381,-5.3839216697,nan,nan,3.8317483854,-2.9832875109,1.9924370649,-0.4998808909
41.499998976,3.2322851002,-5.2784933766,4.255570544,-3.8553178695,3.5053079498,-3.2679525067,1.1562005406,-0.3745762877
41.533000448,3.8215926091,-5.1586945279,4.0341024986,-3.8455769413,3.7128936028,-3.1446121122,1.349065083,-0.5087696043
41.56600192,3.0817547365,-5.3375639428,4.2755100844,-3.9383236543,3.6663369342,-3.1437143881,1.9331340838,-0.6020269917
41.59999872,3.2531793797,-5.4072938313,4.1101233946,-4.0238379564,3.0992216666,-2.9929828632,1.4128610189,-0.5605936143
41.633000192,3.1583273324,-5.3327839529,nan,nan,3.5448592041,-3.0348195386,1.4966630783,-0.5427400843
41.666001664,3.5048732198,-5.3447060908,4.2366194927,-4.0925581444,3.7530341424,-3.0253013249,1.6533975235,-0.5639922599
41.699998464,2.7571221836,-5.3826346375,nan,nan,3.6430637015,-3.1219804438,1.6741982262,-0.5374922604
41.732999936,3.2627739849,-5.4228189905,nan,nan,3.7465803534,-2.9161751385,1.172615857,-0.5177168568
41.766001408,3.1668800757,-5.4233317755,4.1477299348,-3.9220439091,3.5022061483,-3.0370383675,1.2787115597,-0.5170952876
41.799998208,3.1780917268,-5.2323333249,4.1684554982,-3.9106702617,3.1755201624,-3.0795393345,1.6587158641,-0.7217625204
41.83299968,3.8416125822,-5.410428417,nan,nan,3.3149400439,-3.1419679162,2.217964165,-0.5940227703
41.866001152,3.3009486839,-5.3996976377,nan,nan,3.5472976117,-3.1225602212,0.9971571331,-0.5912912122
41.899997952,2.9682454327,-5.5031688937,4.4419879475,-3.9184655962,3.2322989393,-3.2755257246,1.9229888859,-0.563745633
41.932999424,2.9329930124,-5.4471581104,4.4832955627,-4.024324209,3.458895112,-3.1879919568,1.8916711514,-0.7579494878
41.966000896,3.9347761402,-5.3892341114,4.3060904259,-4.2678509302,3.4032887664,-3.1142272131,1.6361940113,-0.5922487491
42.000001792,3.5613824807,-5.4381790206,4.0536047063,-3.9579587038,3.7257287186,-3.11577239,1.6365332829,-0.6562460538
42.032999168,3.2433401093,-5.4960431267,nan,nan,3.4011921802,-3.2831874183,1.043246508,-0.7667394506
42.065001216,3.5006934438,-5.3340536808,nan,nan,3.4132280135,-3.0615879528,1.2242011431,-0.6466847586
42.10100096,3.3847062626,-5.4063575283,nan,nan,2.9714998294,-3.0896583994,1.7003153,-0.6771420193
42.132998912,2.7301663492,-5.4464918766,nan,nan,3.3303122488,-3.238827193,2.0529993648,-0.5331462074
42.166000384,2.6782861474,-5.385553561,nan,nan,4.0243626536,-3.0472642828,1.3694254955,-0.5946615378
42.20000128,3.0969267228,-5.4218062466,3.7971952726,-4.1620649786,3.5013376172,-3.2657235602,1.7073351409,-0.5818076413
42.232998656,2.7130043839,-5.2649664213,3.8441614515,-3.9902965479,3.899001889,-3.3482567243,1.587505829,-0.581485516
42.266000128,2.6485061902,-5.5466408972,nan,nan,3.2618561145,-3.231404162,2.0015407404,-0.6858949231
42.300001024,2.6273065798,-5.3519268099,nan,nan,3.6114549571,-3.1955213145,1.4506489183,-0.5795128453
42.3329984,2.6538854121,-5.6808647354,4.3406766302,-4.060930115,3.5673570875,-3.300556899,1.4979275984,-0.6459937303
42.365999872,3.4201080897,-5.3924167613,nan,nan,3.6172876146,-3.2818673493,1.6507194434,-0.780487474
42.403998464,3.0960938034,-5.658201726,4.4373984011,-4.1022129351,3.893606152,-3.2163333057,1.3736450538,-1.0986009698
42.432998144,3.3943662203,-5.5233580982,nan,nan,3.3938314899,-3.0963728314,1.792755373,-0.8909653287
42.465999616,2.6415026672,-5.482097065,nan,nan,3.6082581953,-3.3737072663,1.8682548009,-0.6997984143
42.499001088,3.2634254367,-5.4587158997,nan,nan,3.1541393237,-3.1651749539,1.5684119068,-0.8104513494
42.533001984,3.0412547433,-5.4702878869,nan,nan,4.059050002,-3.165644887,1.6144045248,-0.6060930616
42.56599936,2.9636339286,-5.4033919748,nan,nan,3.6735958932,-3.2334840182,2.0165970296,-0.7530755984
42.599000832,3.0277515472,-5.5163971106,nan,nan,3.4511754466,-3.2666066419,1.3060539039,-0.5879065991
42.631998208,2.6551585588,-5.3049845423,nan,nan,3.7947394552,-3.1805656298,1.3894946273,-0.7093471085
42.664000256,3.2143605041,-5.3011875742,4.1758629834,-4.2503281958,3.8546520712,-3.3357233087,1.2266230232,-0.9805203621
